time,"[Clarity]Air Temp. in Vehicle (℃)","[Clarity]Air Temp. Outside Vehicle (℃)","[Clarity]Battery Capacity (LineB) (Ah)","[Clarity]Battery Capacity (total) (Ah)","[Clarity]HV Battery Voltage (LineA) (V)","[Clarity]HV Battery Voltage (LineB) (V)","[Clarity]HV Total Battery Current (A)","[Clarity]Individual Cell Max SOC (Line A) (%)","[Clarity]Individual Cell Max SOC (Line B) (%)","[Clarity]Individual Cell Min SOC (Line A) (%)","[Clarity]Individual Cell Min SOC (Line B) (%)","[Clarity]SOC (%)","Altitude (GPS) (feet)","Average speed (mph)","Average speed (GPS) (mph)","Distance travelled (miles)","Distance travelled (total) (miles)","EV Instant Energy Consumption (km/kWh)","EV Instant Energy Consumption [kWh/100km] (mi/kWh)","HV EV Battery Power (kW)","Speed (GPS) (mph)","Vehicle acceleration (g)","Vehicle speed (mph)",Latitude,Longtitude,
19:04:21.934,,,,,,,,,,,,,,,29.8027581882308,,,,,,29.8854680938557,,,39.67687401,-104.9035337,
19:04:21.938,,,,,,,,,,,,,5394.26405338867,,,,,,,,,,,39.67687401,-104.9035337,
19:04:21.942,,,,,,,,,,,,,5394.26405338867,,29.8044894545135,,,,,,29.8854680938557,,,39.67687401,-104.9035337,
19:04:21.944,,,,,,,,,,,,,5394.26405338867,,29.8048630934581,,,,,,29.8854680938557,,,39.67687401,-104.9035337,
19:04:21.948,,,,,,,,,,,,,5409.1442288901,,29.7979604439361,,,,,,29.0528633121772,,,39.67687401,-104.9035337,
19:04:21.949,,,,,,,,,,,,,5409.1442288901,,29.7951231676262,,,,,,29.0528633121772,,,39.67687401,-104.9035337,
19:04:22.523,,,,,,,,,,,,,5681.75887219727,,12.1270802753998,,,,,,0,,,39.67687401,-104.9035337,
19:04:22.939,,,,,,,,,,,,,5391.54790875,,18.060991867133,,,,,,31.8763421617752,,,39.67700508,-104.90353364,
19:04:22.941,,,,,,,,,,,,,5391.54790875,,18.0861699475817,,,,,,31.8763421617752,,,39.67700508,-104.90353364,
19:04:22.942,,,,,,,,,,,,,5391.54790875,,18.0881098084136,,,,,,31.8763421617752,,,39.67700508,-104.90353364,
19:04:22.949,,,,,,,,,,,,,5409.28407252558,,18.1597279577674,,,,,,31.1068939838396,,,39.67700508,-104.90353364,
19:04:22.951,,,,,,,,,,,,,5409.28407252558,,18.1749802520074,,,,,,31.1068939838396,,,39.67700508,-104.90353364,
19:04:23.944,,,,,,,,,,,,,5390.76053918945,,24.5600005191434,,,,,,33.5316745059014,,,39.67700508,-104.90353364,
19:04:23.950,,,,,,,,,,,,,5390.76053918945,,24.5829088784301,,,,,,33.5316745059014,,,39.67713756,-104.90353294,
19:04:23.956,,,,,,,,,,,,,5409.23471586783,,24.6039180956307,,,,,,32.8577430912146,,,39.67713756,-104.90353294,
19:04:24.944,,,,,,,,,,,,,5390.43133380859,,27.7138447302028,,,,,,35.2764863496861,,,39.67728268,-104.9035359,
19:04:24.945,,,,,,,,,,,,,5390.43133380859,,27.7160114096097,,,,,,35.2764863496861,,,39.67728268,-104.9035359,
19:04:24.955,,,,,,,,,,,,,,,27.7378700531131,,,,,,34.500198784093,,,39.67728268,-104.9035359,
19:04:24.956,,,,,,,,,,,,,5411.02166173741,,,,,,,,,,,39.67728268,-104.9035359,
19:04:24.957,,,,,,,,,,,,,5411.02166173741,,27.740861928737,,,,,,34.500198784093,,,39.67728268,-104.9035359,
19:04:25.933,,,,,,,,,,,,,5389.05764225586,,29.7447727018512,,,,,,36.730494086198,,,39.67728268,-104.9035359,
19:04:25.939,,,,,,,,,,,,,5389.05764225586,,29.7547802662751,,,,,,36.730494086198,,,39.67743181,-104.90352794,
19:04:25.948,,,,,,,,,,,,,5411.15327968659,,29.7672403558002,,,,,,36.1466672306156,,,39.67743181,-104.90352794,
19:04:25.949,,,,,,,,,,,,,5411.15327968659,,29.7689653701517,,,,,,36.1466672306156,,,39.67743181,-104.90352794,
19:04:26.934,,,,,,,,,,,,,5385.87292061523,,31.2778848272029,,,,,,38.0055470900102,,,39.67743181,-104.90352794,
