time,"[Clarity]Air Temp. in Vehicle (℃)","[Clarity]Air Temp. Outside Vehicle (℃)","[Clarity]Battery Capacity (LineB) (Ah)","[Clarity]Battery Capacity (total) (Ah)","[Clarity]Distance Traveled since Battery Connected (miles)","[Clarity]HV Battery Voltage (LineA) (V)","[Clarity]HV Battery Voltage (LineB) (V)","[Clarity]HV Total Battery Current (A)","[Clarity]Individual Cell Max SOC (Line A) (%)","[Clarity]Individual Cell Max SOC (Line B) (%)","[Clarity]Individual Cell Min SOC (Line A) (%)","[Clarity]Individual Cell Min SOC (Line B) (%)","[Clarity]Input Voltage of Normal Charger (V)","[Clarity]Odometer (miles)","[Clarity]Output Voltage of Normal Charger (V)","[Clarity]SOC (%)","Altitude (GPS) (feet)","Average speed (mph)","Average speed (GPS) (mph)","Distance travelled (miles)","Distance travelled (total) (miles)","EV Instant Energy Consumption (km/kWh)","EV Instant Energy Consumption [kWh/100km] (mi/kWh)","HV EV Battery Power (kW)","Hybrid/EV battery pack remaining charge (%)","Hybrid/EV Battery System Current (A)","Hybrid/EV Battery System Voltage (V)","OBD Module Voltage (V)","Speed (GPS) (mph)","Vehicle acceleration (g)","Vehicle speed (mph)",Latitude,Longtitude,
12:55:40.770,23,13,,54.98,,338.2,,-23.22,92.44,,91.58,,,,,96,,,,,,,,,,,,,,,,39.57147169,-104.87296641,
12:55:41.085,,,27.49,,,,338.5,,,92.66,,91.56,,,,,,,,,,,,-7.85997,,,,,,,,39.57147169,-104.87296641,
12:55:41.319,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57147169,-104.87296641,
12:55:41.445,,,,,,,,,,,,,,,,,5819.92420788086,,14.3598886681367,,,,,,,,,,57.1760904302577,,,39.57169304,-104.87302647,
12:55:41.509,,,,,,,,,,,,,,,,,,14.6539701999634,,0.997766961086146,253.01749389237,-11.5776523320064,-7.19401740719112,,,,,,,-0.0119905077159534,56.5447784935974,39.57169304,-104.87302647,
12:55:41.566,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57169304,-104.87302647,
12:55:41.647,,,,,,,,,,,,,,,,,,,,,,,,,,,338.15625,,,,,39.57169304,-104.87302647,
12:55:41.952,23,13,,54.98,,338.5,,-25.26,92.45,,91.6,,,,,96,,,,,,,,,,,,,,,,39.57169304,-104.87302647,
12:55:42.334,,,27.49,,,,338.2,,,92.67,,91.57,,,,,,,,,,,,-8.542932,,,,,,,,39.57169304,-104.87302647,
12:55:42.444,,,,,,,,,,,,,,,,,5816.85562925781,,14.4789408996118,,,,,,,,,,56.9076604645169,,,39.57191362,-104.87309131,
12:55:42.593,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57191362,-104.87309131,
12:55:42.688,,,,,,,,,,,,,,,,,,14.8515429686184,,1.01608381720889,253.035810748493,-10.5350247432614,-6.54615885974511,,,,,,,-0.0178162281109956,55.9234073013601,39.57191362,-104.87309131,
12:55:42.756,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57191362,-104.87309131,
12:55:42.826,,,,,,,,,,,,,,,,,,,,,,,,,,-22.4,338.25,,,,,39.57191362,-104.87309131,
12:55:43.119,23,13,,54.98,,338.5,,-22.02,92.47,,91.61,,,,,96,,,,,,,,,,,,,,,,39.57191362,-104.87309131,
12:55:43.443,,,,,,,,,,,,,,,,,5814.22999607422,,14.5966324293383,,,,,,,,,,56.6839659819879,,,39.5721392,-104.87315977,
12:55:43.464,,,27.49,,,,338.2,,,92.69,,91.59,,,,,,,,,,,,-7.447164,,,,,,,,39.5721392,-104.87315977,
12:55:43.635,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5721392,-104.87315977,
12:55:43.729,,,,,,,,,,,,,,,,,,15.024509161438,,1.03226462752663,253.051991558811,-12.0851373757849,-7.50935389632886,,,,,,,-0.0120655932557869,55.9234073013601,39.5721392,-104.87315977,
12:55:43.788,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.5721392,-104.87315977,
12:55:43.858,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,337.046875,,,,,39.5721392,-104.87315977,
12:55:44.189,23,13,,54.98,,336.5,,7.78,92.48,,91.63,,,,,96,,,,,,,,,,,,,,,,39.5721392,-104.87315977,
12:55:44.439,,,,,,,,,,,,,,,,,5811.65642700195,,14.7135062731767,,,,,,,,,,56.7510756067318,,,39.57236577,-104.87322839,
12:55:44.559,,,27.49,,,,335.8,,,92.7,,91.6,,,,,,,,,,,,2.612524,,,,,,,,39.57236577,-104.87322839,
12:55:44.744,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57236577,-104.87322839,
12:55:44.858,,,,,,,,,,,,,,,,,,15.2130426979519,,1.04998563231009,253.069712563594,34.8322158954329,21.643728823161,,,,,,,,56.5447784935974,39.57236577,-104.87322839,
12:55:44.923,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57236577,-104.87322839,
12:55:44.989,,,,,,,,,,,,,,,,,,,,,,,,,,,336.296875,,,,,39.57236577,-104.87322839,
12:55:45.382,23,13,,54.98,,336.1,,14.96,92.48,,91.63,,,,,96,,,,,,,,,,,,,,,,39.57236577,-104.87322839,
12:55:45.454,,,,,,,,,,,,,,,,,5810.78575486328,,14.8328920280953,,,,,,,,,,57.0418754473873,,,39.57258628,-104.87329308,
12:55:45.711,,,27.49,,,,336.3,,,92.7,,91.6,,,,,,,,,,,,5.031048,,,,,,,,39.57258628,-104.87329308,
12:55:45.897,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57258628,-104.87329308,
12:55:46.001,,,,,,,,,,,,,,,,,,15.4023262887213,,1.06794055498873,253.087667486273,18.0876827253487,11.2391615027326,,,,,,,,56.5447784935974,39.57258628,-104.87329308,
12:55:46.119,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57258628,-104.87329308,
12:55:46.232,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,336.75,,,,,39.57258628,-104.87329308,
12:55:46.437,,,,,,,,,,,,,,,,,5808.52697341797,,14.9482172294383,,,,,,,,,,57.2208301800869,,,39.57280721,-104.87336133,
12:55:46.572,23,13,,54.98,,336.8,,2.58,92.48,,91.63,,,,,96,,,,,,,,,,,,,,,,39.57280721,-104.87336133,
12:55:46.878,,,27.49,,,,337.5,,,92.69,,91.6,,,,,,,,,,,,0.87075,,,,,,,,39.57280721,-104.87336133,
12:55:47.092,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57280721,-104.87336133,
12:55:47.252,,,,,,,,,,,,,,,,,,15.6076135012285,,1.08760117290026,253.107328104184,104.507608383577,64.9379971289119,,,,,,,0.00620531702991851,56.5447784935974,39.57280721,-104.87336133,
12:55:47.330,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57280721,-104.87336133,
12:55:47.401,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,337.28125,,,,,39.57280721,-104.87336133,
12:55:47.443,,,,,,,,,,,,,,,,,5806.84330015625,,15.0652003789433,,,,,,,,,,57.0418754473873,,,39.57303531,-104.87343125,
12:55:47.726,23,13,,54.98,,337.7,,-3.98,92.47,,91.62,,,,,96,,,,,,,,,,,,,,,,39.57303531,-104.87343125,
12:55:48.111,,,27.49,,,,337.3,,,92.69,,91.6,,,,,,,,,,,,-1.342454,,,,,,,,39.57303531,-104.87343125,
12:55:48.361,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57303531,-104.87343125,
12:55:48.438,,,,,,,,,,,,,,,,,5805.36227643555,,15.1794005719683,,,,,,,,,,56.7510756067318,,,39.57326157,-104.87349978,
12:55:48.484,,,,,,,,,,,,,,,,,,15.8045105420635,,1.10672684926281,253.126453780547,-67.0414032808573,-41.6575837980296,,,,,,,0,55.9234073013601,39.57326157,-104.87349978,
12:55:48.541,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57326157,-104.87349978,
12:55:48.601,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3,337.4375,,,,,39.57326157,-104.87349978,
12:55:48.884,23,13,,54.98,,337.5,,-3.14,92.47,,91.62,,,,,96,,,,,,,,,,,,,,,,39.57326157,-104.87349978,
12:55:49.250,,,27.49,,,,337,,,92.69,,91.6,,,,,,,,,,,,-1.05818,,,,,,,,39.57326157,-104.87349978,
12:55:49.428,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.57326157,-104.87349978,
12:55:49.452,,,,,,,,,,,,,,,,,5804.60534435547,,15.294049583446,,,,,,,,,,56.3707962664179,,,39.57347998,-104.87356631,
12:55:49.531,,,,,,,,,,,,,,,,,,15.9679879832799,,1.12282181252458,253.142548743808,-84.1066737228071,-52.2614479578144,,,,,,,-0.0121212235571894,55.3020361091227,39.57347998,-104.87356631,
12:55:49.579,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57347998,-104.87356631,
12:55:49.670,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,337.171875,,,,,39.57347998,-104.87356631,
12:55:49.981,23,13,,54.98,,337,,3.78,92.47,,91.62,,,,,96,,,,,,,,,,,,,,,,39.57347998,-104.87356631,
12:55:50.349,,,27.49,,,,336.5,,,92.69,,91.6,,,,,,,,,,,,1.27197,,,,,,,,39.57347998,-104.87356631,
12:55:50.442,,,,,,,,,,,,,,,,,5804.89770436523,,15.4044644248498,,,,,,,,,,55.9905169261039,,,39.5736964,-104.87363247,
12:55:50.508,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5736964,-104.87363247,
12:55:50.609,,,,,,,,,,,,,,,,,,16.1346778873426,,1.13937135852317,253.159098289807,69.9702036997728,43.4774554431315,,,,,,,-0.0122939733125403,55.3020361091227,39.5736964,-104.87363247,
12:55:50.669,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.5736964,-104.87363247,
12:55:50.740,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,336.140625,,,,,39.5736964,-104.87363247,
12:55:51.102,23,13,,54.98,,335.3,,31.12,92.47,,91.62,,,,,96,,,,,,,,,,,,,,,,39.5736964,-104.87363247,
12:55:51.434,,,,,,,,,,,,,,,,,5805.5545131543,,15.5137614625724,,,,,,,,,,55.766822443575,,,39.57391907,-104.8736996,
12:55:51.459,,,27.49,,,,334.6,,,92.69,,91.6,,,,,,,,,,,,10.412752,,,,,,,,39.57391907,-104.8736996,
12:55:51.713,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57391907,-104.8736996,
12:55:52.113,,,,,,,,,,,,,,,,,,16.3651482640347,,1.16248672632037,253.182213657604,8.54721211068889,5.31098973643087,,,,,,,-0.0116542100716851,55.3020361091227,39.57391907,-104.8736996,
12:55:52.183,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57391907,-104.8736996,
12:55:52.254,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,335.15625,,,,,39.57391907,-104.8736996,
12:55:52.440,,,,,,,,,,,,,,,,,5806.49487110352,,15.6238283489229,,,,,,,,,,55.6773429439165,,,39.57414039,-104.87376704,
12:55:52.538,23,13,,54.98,,334.6,,38.54,92.46,,91.61,,,,,96,,,,,,,,,,,,,,,,39.57414039,-104.87376704,
12:55:52.953,,,27.49,,,,334.4,,,92.66,,91.56,,,,,,,,,,,,12.887776,,,,,,,,39.57414039,-104.87376704,
12:55:53.169,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57414039,-104.87376704,
12:55:53.278,,,,,,,,,,,,,,,,,,16.5388125493439,,1.18017194492152,253.199898876205,6.8281757845574,4.24283041542621,,,,,,,-0.0118167179059073,54.6806649168854,39.57414039,-104.87376704,
12:55:53.324,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57414039,-104.87376704,
12:55:53.406,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,39.57414039,-104.87376704,
12:55:53.440,,,,,,,,,,,,,,,,,5806.56776085938,,15.7324544052812,,,,,,,,,,55.6326074607046,,,39.57435537,-104.87383279,
12:55:53.722,23,13,,54.98,,334.9,,36.08,92.42,,91.57,,,,,96,,,,,,,,,,,,,,,,39.57435537,-104.87383279,
12:55:54.130,,,27.49,,,,334.9,,,92.64,,91.54,,,,,,,,,,,,12.083192,,,,,,,,39.57435537,-104.87383279,
12:55:54.315,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57435537,-104.87383279,
12:55:54.440,,,,,,,,,,,,,,,,,5807.28704658203,,15.8403905609624,,,,,,,,,,55.5654978359607,,,39.57457003,-104.87389836,
12:55:54.456,,,,,,,,,,,,,,,,,,16.7129512830579,,1.19806789369181,253.217794824976,7.28284380484892,4.52534793786278,,,,,,,-0.00575170382973075,54.6806649168854,39.57457003,-104.87389836,
12:55:54.525,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,39.57457003,-104.87389836,
12:55:54.605,,,,,,,,,,,,,,,,,,,,,,,,,,,334.90625,,,,,39.57457003,-104.87389836,
12:55:54.997,23,13,,54.98,,334.1,,37.02,92.4,,91.55,,,,,96,,,,,,,,,,,,,,,,39.57457003,-104.87389836,
12:55:55.289,,,27.49,,,,334.9,,,92.62,,91.52,,,,,,,,,,,,12.397998,,,,,,,,39.57457003,-104.87389836,
12:55:55.438,,,,,,,,,,,,,,,,,5807.75962851563,,15.9474534298676,,,,,,,,,,55.5431279610461,,,39.57479102,-104.87396664,
12:55:55.457,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57479102,-104.87396664,
12:55:55.559,,,,,,,,,,,,,,,,,,16.8745142852355,,1.21481897211604,253.2345459034,7.09792016420716,4.41044175035357,,,,,,,-0.00572219274909365,54.6806649168854,39.57479102,-104.87396664,
12:55:55.612,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57479102,-104.87396664,
12:55:55.681,,,,,,,,,,,,,,,,,,,,,,,,,,,334.953125,,,,,39.57479102,-104.87396664,
12:55:56.050,23,14,,54.98,,334.6,,36.92,92.38,,91.53,,,,,96,,,,,,,,,,,,,,,,39.57479102,-104.87396664,
12:55:56.356,,,27.49,,,,334.6,,,92.6,,91.5,,,,,,,,,,,,12.353432,,,,,,,,39.57479102,-104.87396664,
12:55:56.440,,,,,,,,,,,,,,,,,5808.18655422852,,16.0539627143582,,,,,,,,,,55.4089129781757,,,39.57501314,-104.87403514,
12:55:56.551,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57501314,-104.87403514,
12:55:56.648,,,,,,,,,,,,,,,,,,17.0327289328379,,1.23136218503039,253.251089116314,7.12352648235729,4.42635277386883,,,,,,,-0.00624658601340464,54.6806649168854,39.57501314,-104.87403514,
12:55:56.825,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57501314,-104.87403514,
12:55:56.946,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,335.328125,,,,,39.57501314,-104.87403514,
12:55:57.235,23,14,,54.98,,335.1,,28.56,92.36,,91.51,,,,,96,,,,,,,,,,,,,,,,39.57501314,-104.87403514,
12:55:57.440,,,,,,,,,,,,,,,,,5807.1636946875,,16.1592339904689,,,,,,,,,,55.2299582454761,,,39.5752277,-104.87410451,
12:55:57.522,,,27.49,,,,335.1,,,92.58,,91.48,,,,,,,,,,,,9.570456,,,,,,,,39.5752277,-104.87410451,
12:55:57.715,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.5752277,-104.87410451,
12:55:57.908,,,,,,,,,,,,,,,,,,17.2140989118149,,1.25049843405829,253.270225365342,9.19496416889645,5.71348408059135,,,,,,,0,54.6806649168854,39.5752277,-104.87410451,
12:55:57.967,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.5752277,-104.87410451,
12:55:58.039,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,335.25,,,,,39.5752277,-104.87410451,
12:55:58.345,23,14,,54.98,,335.1,,25.9,92.34,,91.5,,,,,95,,,,,,,,,,,,,,,,39.5752277,-104.87410451,
12:55:58.438,,,,,,,,,,,,,,,,,5807.39918466797,,16.2634064892268,,,,,,,,,,55.0957389959883,,,39.57544008,-104.87417133,
12:55:58.698,,,27.49,,,,335.6,,,92.55,,91.45,,,,,,,,,,,,8.69204,,,,,,,,39.57544008,-104.87417133,
12:55:58.935,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57544008,-104.87417133,
12:55:59.057,,,,,,,,,,,,,,,,,,17.3753423093541,,1.26775974824387,253.287486679528,10.0091578041518,6.21940039392364,,,,,,,-0.00615589114751463,54.0592937246481,39.57544008,-104.87417133,
12:55:59.114,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57544008,-104.87417133,
12:55:59.184,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,336.375,,,,,39.57544008,-104.87417133,
12:55:59.443,,,,,,,,,,,,,,,,,5808.72722,,16.3668410838427,,,,,,,,,,54.7825692804182,,,39.57565941,-104.87423875,
12:55:59.512,23,14,,54.98,,336.8,,6.16,92.33,,91.48,,,,,95,,,,,,,,,,,,,,,,39.57565941,-104.87423875,
12:55:59.857,,,27.49,,,,336.5,,,92.54,,91.45,,,,,,,,,,,,2.07284,,,,,,,,39.57565941,-104.87423875,
12:56:00.020,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57565941,-104.87423875,
12:56:00.117,,,,,,,,,,,,,,,,,,17.5202066796949,,1.28348536211718,253.303212293401,41.4889716524189,25.7800438046352,,,,,,,-0.0124291698260528,53.4379225324107,39.57565941,-104.87423875,
12:56:00.168,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57565941,-104.87423875,
12:56:00.270,,,,,,,,,,,,,,,,,,,,,,,,,,,337.46875,,,,,39.57565941,-104.87423875,
12:56:00.436,,,,,,,,,,,,,,,,,,,16.4673287395976,,,,,,,,,,54.2904448321485,,,39.57587576,-104.87430615,
12:56:00.437,,,,,,,,,,,,,,,,,5809.05242044922,,,,,,,,,,,,,,,39.57587576,-104.87430615,
12:56:00.629,23,14,,54.98,,337.3,,-8.08,92.32,,91.47,,,,,95,,,,,,,,,,,,,,,,39.57587576,-104.87430615,
12:56:01.007,,,27.49,,,,337.7,,,92.54,,91.45,,,,,,,,,,,,-2.728616,,,,,,,,39.57587576,-104.87430615,
12:56:01.169,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57587576,-104.87430615,
12:56:01.316,,,,,,,,,,,,,,,,,,17.6800201270412,,1.30108390157729,253.320810832861,-31.1513236014155,-19.3565290975352,,,,,,,-0.0182029102604032,52.8165513401734,39.57587576,-104.87430615,
12:56:01.385,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57587576,-104.87430615,
12:56:01.440,,,,,,,,,,,,,,,,,5808.90023304687,,16.5669683127625,,,,,,,,,,53.820685992176,,,39.57608541,-104.87436894,
12:56:01.474,,,,,,,,,,,,,,,,,,,,,,,,,,-8,337.640625,,,,,39.57608541,-104.87436894,
12:56:01.843,23,14,,54.98,,338,,-7.06,92.32,,91.47,,,,,95,,,,,,,,,,,,,,,,39.57608541,-104.87436894,
12:56:02.145,,,27.49,,,,338,,,92.54,,91.45,,,,,,,,,,,,-2.38628,,,,,,,,39.57608541,-104.87436894,
12:56:02.336,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57608541,-104.87436894,
12:56:02.435,,,,,,,,,,,,,,,,,5808.12007236328,,16.6638833180226,,,,,,,,,,53.3061916689917,,,39.57629367,-104.87442935,
12:56:02.669,,,,,,,,,,,,,,,,,,17.8585316210858,,1.32093165294886,253.340658584233,-35.6202960256131,-22.1334189617312,,,,,,,-0.0178474405258584,52.8165513401734,39.57629367,-104.87442935,
12:56:02.748,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57629367,-104.87442935,
12:56:02.849,,,,,,,,,,,,,,,,,,,,,,,,,,-18,338.28125,,,,,39.57629367,-104.87442935,
12:56:03.220,23,14,,54.98,,338.7,,-21.16,92.32,,91.48,,,,,95,,,,,,,,,,,,,,,,39.57629367,-104.87442935,
12:56:03.434,,,,,,,,,,,,,,,,,5807.01631320312,,16.7588137620746,,,,,,,,,,52.5903727381931,,,39.57650462,-104.87449221,
12:56:03.632,,,27.49,,,,339,,,92.54,,91.45,,,,,,,,,,,,-7.17324,,,,,,,,39.57650462,-104.87449221,
12:56:03.815,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57650462,-104.87449221,
12:56:03.901,,,,,,,,,,,,,,,,,,18.010971700545,,1.33837204539724,253.358098976681,-11.4313755011682,-7.10312522653641,,,,,,,-0.0292379842213165,50.9524377634614,39.57650462,-104.87449221,
12:56:03.970,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57650462,-104.87449221,
12:56:04.051,,,,,,,,,,,,,,,,,,,,,,,,,,-25.1,338.84375,,,,,39.57650462,-104.87449221,
12:56:04.422,23,14,,54.98,,339.2,,-27.74,92.34,,91.49,,,,,95,,,,,,,,,,,,,,,,39.57650462,-104.87449221,
12:56:04.452,,,,,,,,,,,,,,,,,5806.43800107422,,16.8528448306003,,,,,,,,,,51.7850743077359,,,39.57671205,-104.87455284,
12:56:04.805,,,27.49,,,,339.7,,,92.57,,91.48,,,,,,,,,,,,-9.423278,,,,,,,,39.57671205,-104.87455284,
12:56:04.966,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57671205,-104.87455284,
12:56:05.080,,,,,,,,,,,,,,,,,,18.1528212133934,,1.35485902922419,253.374585960508,-8.59573494488861,-5.34114041844038,,,,,,,-0.0285316181211443,50.331066571224,39.57671205,-104.87455284,
12:56:05.138,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57671205,-104.87455284,
12:56:05.225,,,,,,,,,,,,,,,,,,,,,,,,,,-34.1,339.546875,,,,,39.57671205,-104.87455284,
12:56:05.454,,,,,,,,,,,,,,,,,5806.38033005859,,16.9423766277507,,,,,,,,,,50.8008211445791,,,39.57690957,-104.87460694,
12:56:05.611,23,14,,54.98,,339.2,,-33.3,92.35,,91.51,,,,,95,,,,,,,,,,,,,,,,39.57690957,-104.87460694,
12:56:05.906,,,27.49,,,,339.7,,,92.59,,91.49,,,,,,,,,,,,-11.31201,,,,,,,,39.57690957,-104.87460694,
12:56:06.073,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57690957,-104.87460694,
12:56:06.190,,,,,,,,,,,,,,,,,,18.2800691261887,,1.36999158509789,253.389718516382,-6.98372791396047,-4.33948599762553,,,,,,,-0.0348688590981938,49.0883241867494,39.57690957,-104.87460694,
12:56:06.251,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57690957,-104.87460694,
12:56:06.417,,,,,,,,,,,,,,,,,,,,,,,,,,,339.703125,,,,,39.57690957,-104.87460694,
12:56:06.458,,,,,,,,,,,,,,,,,5806.14484007812,,17.0283906079067,,,,,,,,,,49.5928777655108,,,39.57710365,-104.87465859,
12:56:06.760,23,14,,54.98,,339.9,,-35.78,92.39,,91.54,,,,,95,,,,,,,,,,,,,,,,39.57710365,-104.87465859,
12:56:07.063,,,27.49,,,,339.9,,,92.61,,91.51,,,,,,,,,,,,-12.161622,,,,,,,,39.57710365,-104.87465859,
12:56:07.303,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57710365,-104.87465859,
12:56:07.441,,,,,,,,,,,,,,,,,5806.69271472656,,17.1079238290126,,,,,,,,,,47.9599152962993,,,39.57729786,-104.87470774,
12:56:07.491,,,,,,,,,,,,,,,,,,18.4159790973236,,1.38683214119818,253.406559072482,-6.16694056105345,-3.83195802336234,,,,,,,-0.058739903140317,46.6028394178,39.57729786,-104.87470774,
12:56:07.550,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57729786,-104.87470774,
12:56:07.623,,,,,,,,,,,,,,,,,,,,,,,,,,-35.4,339.828125,,,,,39.57729786,-104.87470774,
12:56:07.944,23,14,,54.98,,340.2,,-35.86,92.41,,91.56,,,,,95,,,,,,,,,,,,,,,,39.57729786,-104.87470774,
12:56:08.323,,,27.49,,,,340.4,,,92.63,,91.53,,,,,,,,,,,,-12.206744,,,,,,,,39.57729786,-104.87470774,
12:56:08.438,,,,,,,,,,,,,,,,,5806.71033642578,,17.1836925229724,,,,,,,,,,46.2374733274292,,,39.57748573,-104.87475275,
12:56:08.583,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57748573,-104.87475275,
12:56:08.697,,,,,,,,,,,,,,,,,,18.5324897220852,,1.40181077845659,253.42153770974,-5.89837879781865,-3.66508153197937,,,,,,,-0.0590693524074878,44.738725841088,39.57748573,-104.87475275,
12:56:08.747,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57748573,-104.87475275,
12:56:08.816,,,,,,,,,,,,,,,,,,,,,,,,,,-34.1,339.890625,,,,,39.57748573,-104.87475275,
12:56:09.109,23,14,,54.98,,339.9,,-33.46,92.43,,91.58,,,,,96,,,,,,,,,,,,,,,,39.57748573,-104.87475275,
12:56:09.438,,,,,,,,,,,,,,,,,5806.676695,,17.2553521016953,,,,,,,,,,44.6939860912588,,,39.57766173,-104.87479454,
12:56:09.484,,,27.49,,,,340.4,,,92.64,,91.55,,,,,,,,,,,,-11.389784,,,,,,,,39.57766173,-104.87479454,
12:56:09.659,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57766173,-104.87479454,
12:56:09.765,,,,,,,,,,,,,,,,,,18.6275938147275,,1.41453106376125,253.434257995045,-6.05806045136589,-3.76430308072567,,,,,,,-0.0725659871538205,42.874612264376,39.57766173,-104.87479454,
12:56:09.821,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57766173,-104.87479454,
12:56:09.893,,,,,,,,,,,,,,,,,,,,,,,,,,-32.2,339.90625,,,,,39.57766173,-104.87479454,
12:56:10.309,23,14,,54.98,,340.4,,-32.86,92.44,,91.6,,,,,96,,,,,,,,,,,,,,,,39.57766173,-104.87479454,
12:56:10.437,,,,,,,,,,,,,,,,,5806.45241882812,,17.322537696051,,,,,,,,,,43.172868730003,,,39.57783143,-104.87483408,
12:56:10.606,,,27.49,,,,340.4,,,92.66,,91.57,,,,,,,,,,,,-11.185544,,,,,,,,39.57783143,-104.87483408,
12:56:10.787,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.57783143,-104.87483408,
12:56:10.885,,,,,,,,,,,,,,,,,,18.7214956883714,,1.42748869993336,253.447215631217,-5.98987407317874,-3.72193404272515,,,,,,,-0.072400322715415,41.6318698799014,39.57783143,-104.87483408,
12:56:10.932,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.57783143,-104.87483408,
12:56:11.044,,,,,,,,,,,,,,,,,,,,,,,,,,,339.90625,,,,,39.57783143,-104.87483408,
12:56:11.414,23,14,,54.98,,340.4,,-32.44,92.46,,91.62,,,,,96,,,,,,,,,,,,,,,,39.57783143,-104.87483408,
12:56:11.445,,,,,,,,,,,,,,,,,5805.64502460937,,17.3866833180517,,,,,,,,,,41.8754458512762,,,39.5780022,-104.87487295,
12:56:11.706,,,27.49,,,,340.4,,,92.7,,91.61,,,,,,,,,,,,-11.042576,,,,,,,,39.5780022,-104.87487295,
12:56:11.907,,,,,,,,,,,,,,69342,,,,,,,,,,,,,,,,,,39.5780022,-104.87487295,
12:56:12.021,,,,,,,,,,,,,,,,,,18.81083518573,,1.44023910769095,253.459966038975,-5.88630768762651,-3.65758089416817,,,,,,,-0.0625243810537825,40.3891274954267,39.5780022,-104.87487295,
12:56:12.133,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,39.5780022,-104.87487295,
