time,"[Clarity]Air Temp. in Vehicle (℃)","[Clarity]Air Temp. Outside Vehicle (℃)","[Clarity]Battery Capacity (LineB) (Ah)","[Clarity]Battery Capacity (total) (Ah)","[Clarity]Distance Traveled since Battery Connected (miles)","[Clarity]HV Battery Voltage (LineA) (V)","[Clarity]HV Battery Voltage (LineB) (V)","[Clarity]HV Total Battery Current (A)","[Clarity]Individual Cell Max SOC (Line A) (%)","[Clarity]Individual Cell Max SOC (Line B) (%)","[Clarity]Individual Cell Min SOC (Line A) (%)","[Clarity]Individual Cell Min SOC (Line B) (%)","[Clarity]Input Voltage of Normal Charger (V)","[Clarity]Odometer (miles)","[Clarity]Output Voltage of Normal Charger (V)","[Clarity]SOC (%)","Altitude (GPS) (feet)","Average speed (mph)","Average speed (GPS) (mph)","Distance travelled (miles)","Distance travelled (total) (miles)","EV Instant Energy Consumption (km/kWh)","EV Instant Energy Consumption [kWh/100km] (mi/kWh)","HV EV Battery Power (kW)","Hybrid/EV battery pack remaining charge (%)","Hybrid/EV Battery System Current (A)","Hybrid/EV Battery System Voltage (V)","OBD Module Voltage (V)","Speed (GPS) (mph)","Vehicle acceleration (g)","Vehicle speed (mph)",Latitude,Longtitude,
12:49:46.503,,,,,,,,,,,,,,,,,5822.91108589844,,,,,,,,,,,,,,,39.56407722,-104.87567728,
12:49:47.446,,,,,,,,,,,,,,,,,5822.92069773437,,,,,,,,,,,,,,,39.56407724,-104.87567726,
12:49:48.511,,,,,,,,,,,,,,,,,5822.87904644531,,,,,,,,,,,,,,,39.56407729,-104.87567729,
12:49:48.863,23,13,,54.98,,341.8,,1.04,95.15,,94.23,,,,,98,,,,,,,,,,,,,,,,39.56407729,-104.87567729,
12:49:49.250,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407729,-104.87567729,
12:49:49.432,,,,,,,,,,,,,,,,,5822.8958671582,,,,,,,,,,,,,,,39.56407729,-104.87567728,
12:49:49.631,,,27.49,,,,341.4,,,95.37,,94.2,,,,,,,,,,,,0.355056,,,,,,,,39.56407729,-104.87567728,
12:49:50.007,23,13,,54.98,,341.1,,0.86,95.15,,94.23,,,,,98,,,,,,,,,,,,,,,,39.56407729,-104.87567728,
12:49:50.369,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407729,-104.87567728,
12:49:50.439,,,,,,,,,,,,,,,,,5822.90788195313,,,,,,,,,,,,,,,39.5640773,-104.87567726,
12:49:50.681,,,27.49,,,,341.8,,,95.37,,94.2,,,,,,,,,,,,0.293948,,,,,,,,39.5640773,-104.87567726,
12:49:51.028,23,13,,54.98,,341.1,,1.04,95.15,,94.23,,,,,98,,,,,,,,,,,,,,,,39.5640773,-104.87567726,
12:49:51.322,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.5640773,-104.87567726,
12:49:51.437,,,,,,,,,,,,,,,,,5823.10572557617,,,,,,,,,,,,,,,39.56407718,-104.87567712,
12:49:51.667,,,27.49,,,,341.6,,,95.37,,94.2,,,,,,,,,,,,0.355264,,,,,,,,39.56407718,-104.87567712,
12:49:52.031,23,13,,54.98,,341.4,,1.04,95.15,,94.23,,,,,98,,,,,,,,,,,,,,,,39.56407718,-104.87567712,
12:49:52.330,,,,,,,,,,,,,3.4,,341.9,,,,,,,,,,,,,,,,,39.56407718,-104.87567712,
12:49:52.454,,,,,,,,,,,,,,,,,5823.1065265625,,,,,,,,,,,,,,,39.56407718,-104.8756771,
12:49:52.713,,,27.49,,,,341.6,,,95.37,,94.2,,,,,,,,,,,,0.355264,,,,,,,,39.56407718,-104.8756771,
12:49:53.073,23,13,,54.98,,341.6,,1.04,95.15,,94.23,,,,,98,,,,,,,,,,,,,,,,39.56407718,-104.8756771,
12:49:53.379,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407718,-104.8756771,
12:49:53.469,,,,,,,,,,,,,,,,,5823.09851669922,,,,,,,,,,,,,,,39.56407719,-104.8756771,
12:49:53.744,,,27.49,,,,341.6,,,95.37,,94.2,,,,,,,,,,,,0.355264,,,,,,,,39.56407719,-104.8756771,
12:49:54.091,23,13,,54.98,,341.6,,1.04,95.14,,94.23,,,,,98,,,,,,,,,,,,,,,,39.56407719,-104.8756771,
12:49:54.374,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407719,-104.8756771,
12:49:54.445,,,,,,,,,,,,,,,,,5823.11453642578,,,,,,,,,,,,,,,39.56407719,-104.87567712,
12:49:54.766,,,27.49,,,,341.4,,,95.37,,94.2,,,,,,,,,,,,0.355056,,,,,,,,39.56407719,-104.87567712,
12:49:55.124,23,13,,54.98,,341.6,,1.04,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407719,-104.87567712,
12:49:55.435,,,,,,,,,,,,,,,,,5823.12254628906,,,,,,,,,,,,,,,39.56407722,-104.87567716,
12:49:55.439,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407722,-104.87567716,
12:49:55.859,,,27.49,,,,341.4,,,95.37,,94.2,,,,,,,,,,,,0.355056,,,,,,,,39.56407722,-104.87567716,
12:49:56.157,23,13,,54.98,,341.8,,0.96,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407722,-104.87567716,
12:49:56.319,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,39.56407722,-104.87567716,
12:49:56.436,,,,,,,,,,,,,,,,,5823.14977982422,,,,,,,,,,,,,,,39.5640772,-104.87567717,
12:49:56.785,23,13,,54.98,,341.4,,0.86,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.5640772,-104.87567717,
12:49:56.913,,,,,3731.95538057743,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5640772,-104.87567717,
12:49:57.002,,,,,,,,,,,,,,,,,,,,0,252.019726931284,0,,,,,,,,,0,39.5640772,-104.87567717,
12:49:57.431,,,,,,,,,,,,,,,,,5823.15618771484,,,,,,,,,,,,,,,39.56407722,-104.87567719,
12:49:57.599,23,13,,54.98,,341.6,,0.96,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407722,-104.87567719,
12:49:57.959,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407722,-104.87567719,
12:49:58.248,,,27.49,,,,341.6,,,95.37,,94.2,,,,,,,,,,,,0.327936,,,,,,,,39.56407722,-104.87567719,
12:49:58.440,,,,,,,,,,,,,,,,,5823.14337193359,,,,,,,,,,,,,,,39.56407722,-104.8756772,
12:49:58.597,23,13,,54.98,,341.6,,1.04,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407722,-104.8756772,
12:49:58.948,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407722,-104.8756772,
12:49:59.247,,,27.49,,,,341.4,,,95.36,,94.2,,,,,,,,,,,,0.355056,,,,,,,,39.56407722,-104.8756772,
12:49:59.440,,,,,,,,,,,,,,,,,5823.15939166016,,,,,,,,,,,,,,,39.56407723,-104.87567719,
12:49:59.619,23,13,,54.98,,341.6,,0.86,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407723,-104.87567719,
12:49:59.917,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407723,-104.87567719,
12:50:00.214,,,27.49,,,,341.6,,,95.36,,94.19,,,,,,,,,,,,0.293776,,,,,,,,39.56407723,-104.87567719,
12:50:00.446,,,,,,,,,,,,,,,,,5823.16660053711,,,,,,,,,,,,,,,39.56407723,-104.87567718,
12:50:00.591,23,13,,54.98,,341.6,,0.78,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407723,-104.87567718,
12:50:00.882,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407723,-104.87567718,
12:50:01.182,,,27.49,,,,341.4,,,95.36,,94.19,,,,,,,,,,,,0.266292,,,,,,,,39.56407723,-104.87567718,
12:50:01.440,,,,,,,,,,,,,,,,,5823.16419757812,,,,,,,,,,,,,,,39.56407727,-104.87567718,
12:50:01.698,23,13,,54.98,,341.8,,0.96,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407727,-104.87567718,
12:50:02.036,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407727,-104.87567718,
12:50:02.169,,,,,,,,,,,,,,,,,5806.75879609863,,,,,,,,,,,,,,,39.5640099,-104.8757888,
12:50:02.171,,,,,,,,,,,,,,,,,5806.75879609863,,0,,,,,,,,,,0,,,39.5640099,-104.8757888,
12:50:02.172,,,,,,,,,,,,,,,,,5806.75879609863,,0,,,,,,,,,,0,,,39.5640099,-104.8757888,
12:50:02.363,,,,,,,,,,,,,,,,,5806.75879609863,,0,,,,,,,,,,0,,,39.5640099,-104.8757888,
12:50:02.409,,,27.49,,,,341.8,,,95.36,,94.19,,,,,,,,,,,,0.328128,,,,,,,,39.5640099,-104.8757888,
12:50:02.442,,,,,,,,,,,,,,,,,5823.20104294922,,,,,,,,,,,,,,,39.56407711,-104.87567744,
12:50:02.795,23,13,,54.98,,341.6,,1.04,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407711,-104.87567744,
12:50:03.109,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407711,-104.87567744,
12:50:03.450,,,,,,,,,,,,,,,,,5823.11453642578,,,,,,,,,,,,,,,39.56407714,-104.87567748,
12:50:03.522,,,27.49,,,,341.6,,,95.36,,94.19,,,,,,,,,,,,0.355264,,,,,,,,39.56407714,-104.87567748,
12:50:03.826,23,13,,54.98,,341.6,,0.86,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407714,-104.87567748,
12:50:04.110,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407714,-104.87567748,
12:50:04.433,,,,,,,,,,,,,,,,,5823.12735220703,,,,,,,,,,,,,,,39.56407715,-104.87567747,
12:50:04.460,,,27.49,,,,341.4,,,95.36,,94.19,,,,,,,,,,,,0.293604,,,,,,,,39.56407715,-104.87567747,
12:50:04.771,23,13,,54.98,,341.6,,0.96,95.14,,94.22,,,,,98,,,,,,,,,,,,,,,,39.56407715,-104.87567747,
12:50:05.108,,,,,,,,,,,,,3.4,,341.8,,,,,,,,,,,,,,,,,39.56407715,-104.87567747,
12:50:05.525,,,27.49,,,,341.6,,,95.36,,94.19,,,,,,,,,,,,0.327936,,,,,,,,39.56407715,-104.87567747,
12:50:05.541,,,,,,,,,,,,,,,,,5823.15618771484,,,,,,,,,,,,,,,39.56407713,-104.87567746,
12:50:06.440,,,,,,,,,,,,,,,,,5823.17060546875,,,,,,,,,,,,,,,39.56407715,-104.87567745,
12:50:07.446,,,,,,,,,,,,,,,,,5823.19944097656,,,,,,,,,,,,,,,39.56407711,-104.87567746,
12:50:08.437,,,,,,,,,,,,,,,,,5823.20264492187,,,,,,,,,,,,,,,39.56407712,-104.87567745,
12:50:08.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,39.56407712,-104.87567745,
12:50:08.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,39.56407712,-104.87567745,
12:50:08.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,39.56407712,-104.87567745,
12:50:08.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,39.56407712,-104.87567745,
12:50:09.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,39.56407712,-104.87567745,
12:50:09.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,39.56407712,-104.87567745,
12:50:09.431,,,,,,,,,,,,,,,,,5823.20424689453,,,,,,,,,,,,,,,39.56407714,-104.87567745,
12:50:10.432,,,,,,,,,,,,,,,,,5823.2034459082,,,,,,,,,,,,,,,39.56407713,-104.87567744,
12:50:11.440,,,,,,,,,,,,,,,,,5823.19143111328,,,,,,,,,,,,,,,39.56407711,-104.87567745,
12:50:12.437,,,,,,,,,,,,,,,,,5823.20264492187,,,,,,,,,,,,,,,39.56407711,-104.87567746,
12:50:13.447,,,,,,,,,,,,,,,,,5823.21706267578,,,,,,,,,,,,,,,39.56407712,-104.87567744,
12:50:14.440,,,,,,,,,,,,,,,,,5823.24750015625,,,,,,,,,,,,,,,39.56407709,-104.87567742,
12:50:15.437,,,,,,,,,,,,,,,,,5823.28674848633,,,,,,,,,,,,,,,39.5640771,-104.87567742,
12:50:16.429,,,,,,,,,,,,,,,,,5823.27713665039,,,,,,,,,,,,,,,39.56407707,-104.87567744,
12:50:17.670,,,,,,,,,,,,,,,,,5823.27793763672,,,,,,,,,,,,,,,39.56407708,-104.87567744,
12:50:18.904,,,,,,,,,,,,,,,,,5823.28274355469,,,,,,,,,,,,,,,39.56407708,-104.87567744,
12:50:20.131,,,,,,,,,,,,,,,,,5823.27953960938,,,,,,,,,,,,,,,39.56407708,-104.87567745,
12:50:21.373,,,,,,,,,,,,,,,,,5823.28434552734,,,,,,,,,,,,,,,39.56407708,-104.87567744,
12:50:22.599,,,,,,,,,,,,,,,,,5823.28754947266,,,,,,,,,,,,,,,39.56407707,-104.87567744,
12:50:23.513,,,,,,,,,,,,,,,,,5806.75879609863,,,,,,,,,,,,,,,39.5639974,-104.8757957,
12:50:24.744,,,,,,,,,,,,,,,,,5823.31318103516,,,,,,,,,,,,,,,39.56407695,-104.87567762,
12:50:25.982,,,,,,,,,,,,,,,,,5823.3115790625,,,,,,,,,,,,,,,39.56407695,-104.87567763,
12:50:27.215,,,,,,,,,,,,,,,,,5823.31318103516,,,,,,,,,,,,,,,39.56407695,-104.87567762,
12:50:28.459,,,,,,,,,,,,,,,,,5823.31958892578,,,,,,,,,,,,,,,39.56407694,-104.87567761,
12:50:33.678,,,,,,,,,,,,,,,,,5823.32599681641,,,,,,,,,,,,,,,39.56407694,-104.87567759,
12:50:34.917,,,,,,,,,,,,,,,,,5823.32759878906,,,,,,,,,,,,,,,39.56407694,-104.87567759,
12:50:37.382,,,,,,,,,,,,,,,,,5823.33400667969,,,,,,,,,,,,,,,39.56407694,-104.8756776,
12:50:38.606,,,,,,,,,,,,,,,,,5823.34522048828,,,,,,,,,,,,,,,39.56407693,-104.8756776,
12:50:39.851,,,,,,,,,,,,,,,,,5823.35323035156,,,,,,,,,,,,,,,39.56407694,-104.87567761,
12:50:41.073,,,,,,,,,,,,,,,,,5823.35643429687,,,,,,,,,,,,,,,39.56407694,-104.87567761,
12:50:42.325,,,,,,,,,,,,,,,,,5823.36204120117,,,,,,,,,,,,,,,39.56407694,-104.87567762,
12:50:43.551,,,,,,,,,,,,,,,,,5823.37405599609,,,,,,,,,,,,,,,39.56407693,-104.87567762,
12:50:44.771,,,,,,,,,,,,,,,,,5823.39327966797,,,,,,,,,,,,,,,39.56407692,-104.87567764,
12:50:44.909,,,,,,,,,,,,,,,,,5806.75879609863,,,,,,,,,,,,,,,39.5640017,-104.8757929,
12:50:46.425,,,,,,,,,,,,,,,,,5823.42051320312,,,,,,,,,,,,,,,39.56407678,-104.87567785,
12:50:48.433,,,,,,,,,,,,,,,,,5823.43332898438,,,,,,,,,,,,,,,39.56407677,-104.87567785,
12:50:49.662,,,,,,,,,,,,,,,,,5823.44454279297,,,,,,,,,,,,,,,39.56407677,-104.87567785,
12:50:50.881,,,,,,,,,,,,,,,,,5823.44934871094,,,,,,,,,,,,,,,39.56407676,-104.87567785,
12:50:52.111,,,,,,,,,,,,,,,,,5823.47417928711,,,,,,,,,,,,,,,39.56407675,-104.87567787,
12:50:53.337,,,,,,,,,,,,,,,,,5823.46937336914,,,,,,,,,,,,,,,39.56407675,-104.87567787,
12:50:54.553,,,,,,,,,,,,,,,,,5823.47498027344,,,,,,,,,,,,,,,39.56407675,-104.87567787,
12:50:55.794,,,,,,,,,,,,,,,,,5823.48779605469,,,,,,,,,,,,,,,39.56407675,-104.87567789,
12:50:57.040,,,,,,,,,,,,,,,,,5823.50141282227,,,,,,,,,,,,,,,39.56407674,-104.8756779,
12:50:58.423,,,,,,,,,,,,,,,,,5823.50061183594,,,,,,,,,,,,,,,39.56407674,-104.8756779,
12:50:59.651,,,,,,,,,,,,,,,,,5823.50221380859,,,,,,,,,,,,,,,39.56407674,-104.8756779,
12:51:01.438,,,,,,,,,,,,,,,,,5823.51502958984,,,,,,,,,,,,,,,39.56407674,-104.87567792,
12:51:03.435,,,,,,,,,,,,,,,,,5823.53905917969,,,,,,,,,,,,,,,39.56407675,-104.8756779,
12:51:04.663,,,,,,,,,,,,,,,,,5823.54386509766,,,,,,,,,,,,,,,39.56407674,-104.87567789,
12:51:06.824,,,,,,,,,,,,,,,,,5806.75879609863,,,,,,,,,,,,,,,39.5640073,-104.8757896,
12:51:08.049,,,,,,,,,,,,,,,,,5823.58311342773,,,,,,,,,,,,,,,39.56407658,-104.87567813,
12:51:09.276,,,,,,,,,,,,,,,,,5823.58071046875,,,,,,,,,,,,,,,39.56407658,-104.87567813,
12:51:10.526,,,,,,,,,,,,,,,,,5823.58551638672,,,,,,,,,,,,,,,39.56407658,-104.87567814,
12:51:11.765,,,,,,,,,,,,,,,,,5823.58071046875,,,,,,,,,,,,,,,39.56407658,-104.87567814,
12:51:13.008,,,,,,,,,,,,,,,,,5823.5879193457,,,,,,,,,,,,,,,39.56407658,-104.87567815,
12:51:14.229,,,,,,,,,,,,,,,,,5823.58711835938,,,,,,,,,,,,,,,39.56407658,-104.87567814,
12:51:15.457,,,,,,,,,,,,,,,,,5823.60313808594,,,,,,,,,,,,,,,39.56407657,-104.87567815,
12:51:17.431,,,,,,,,,,,,,,,,,5823.61755583984,,,,,,,,,,,,,,,39.56407656,-104.87567817,
12:51:18.667,,,,,,,,,,,,,,,,,5823.62556570313,,,,,,,,,,,,,,,39.56407655,-104.87567817,
12:51:19.901,,,,,,,,,,,,,,,,,5823.62716767578,,,,,,,,,,,,,,,39.56407655,-104.87567817,
12:51:21.149,,,,,,,,,,,,,,,,,5823.62556570313,,,,,,,,,,,,,,,39.56407655,-104.87567817,
12:51:22.375,,,,,,,,,,,,,,,,,5823.62236175781,,,,,,,,,,,,,,,39.56407655,-104.87567817,
12:51:23.594,,,,,,,,,,,,,,,,,5823.61595386719,,,,,,,,,,,,,,,39.56407656,-104.87567817,
12:51:24.842,,,,,,,,,,,,,,,,,5823.63197359375,,,,,,,,,,,,,,,39.56407654,-104.87567818,
12:51:26.089,,,,,,,,,,,,,,,,,5823.64158542969,,,,,,,,,,,,,,,39.56407654,-104.87567818,
12:51:27.322,,,,,,,,,,,,,,,,,5823.65279923828,,,,,,,,,,,,,,,39.56407653,-104.87567819,
12:51:28.329,,,,,,,,,,,,,,,,,5806.75879609863,,,,,,,,,,,,,,,39.5640104,-104.8757839,
12:51:29.552,,,,,,,,,,,,,,,,,5823.78736494141,,,,,,,,,,,,,,,39.56407579,-104.87567937,
12:51:30.784,,,,,,,,,,,,,,,,,5823.79056888672,,,,,,,,,,,,,,,39.56407578,-104.87567937,
12:51:32.019,,,,,,,,,,,,,,,,,5823.79537480469,,,,,,,,,,,,,,,39.56407578,-104.87567937,
12:51:33.237,,,,,,,,,,,,,,,,,5823.80819058594,,,,,,,,,,,,,,,39.56407577,-104.87567938,
12:51:34.465,,,,,,,,,,,,,,,,,5823.80979255859,,,,,,,,,,,,,,,39.56407577,-104.87567938,
12:51:35.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39.56407577,-104.87567938,
12:51:35.192,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567938,
12:51:35.276,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.4375,,,,,39.56407577,-104.87567938,
12:51:35.656,23,13,,54.98,,341.4,,0.86,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567938,
12:51:35.687,,,,,,,,,,,,,,,,,5823.80819058594,,,,,,,,,,,,,,,39.56407577,-104.87567938,
12:51:35.958,,,27.49,,,,341.1,,,95.31,,94.14,,,,,,,,,,,,0.293346,,,,,,,,39.56407577,-104.87567938,
12:51:36.227,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407577,-104.87567938,
12:51:36.390,,,,,,,,,,,,,,,,,,,,0,252.019726931284,0,,,,,,,,,0,39.56407577,-104.87567938,
12:51:36.470,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567938,
12:51:36.549,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.4375,,,,,39.56407577,-104.87567938,
12:51:36.880,23,13,,54.98,,341.6,,1.04,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567938,
12:51:36.953,,,,,,,,,,,,,,,,,5823.81780242188,,,,,,,,,,,,,,,39.56407577,-104.87567939,
12:51:37.237,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.355264,,,,,,,,39.56407577,-104.87567939,
12:51:37.505,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407577,-104.87567939,
12:51:37.623,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407577,-104.87567939,
12:51:37.683,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567939,
12:51:37.753,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.4375,,,,,39.56407577,-104.87567939,
12:51:38.117,23,13,,54.98,,341.4,,0.96,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567939,
12:51:38.185,,,,,,,,,,,,,,,,,5823.82180735352,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:38.466,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.327936,,,,,,,,39.56407578,-104.87567936,
12:51:38.628,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:38.724,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407578,-104.87567936,
12:51:38.776,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407578,-104.87567936,
12:51:38.859,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,341.421875,,,,,39.56407578,-104.87567936,
12:51:39.229,23,13,,54.98,,341.4,,1.04,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:39.439,,,,,,,,,,,,,,,,,5823.82100636719,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:39.582,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.355264,,,,,,,,39.56407578,-104.87567936,
12:51:39.761,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:39.876,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407578,-104.87567936,
12:51:39.946,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407578,-104.87567936,
12:51:40.111,,,,,,,,,,,,,,,,,,,,,,,,,,,341.421875,,,,,39.56407578,-104.87567936,
12:51:40.468,23,13,,54.98,,341.4,,1.04,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:40.770,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.355264,,,,,,,,39.56407578,-104.87567936,
12:51:40.962,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:41.127,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407578,-104.87567936,
12:51:41.228,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407578,-104.87567936,
12:51:41.300,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.421875,,,,,39.56407578,-104.87567936,
12:51:41.611,23,13,,54.98,,341.4,,0.86,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:41.977,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.293776,,,,,,,,39.56407578,-104.87567936,
12:51:42.227,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:42.329,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407578,-104.87567936,
12:51:42.376,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407578,-104.87567936,
12:51:42.429,,,,,,,,,,,,,,,,,5823.82260833984,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:42.444,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.421875,,,,,39.56407578,-104.87567936,
12:51:42.742,23,13,,54.98,,341.4,,1.12,95.09,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:43.131,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.382592,,,,,,,,39.56407578,-104.87567936,
12:51:43.304,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:43.397,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407578,-104.87567936,
12:51:43.454,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407578,-104.87567936,
12:51:43.524,,,,,,,,,,,,,,,,,,,,,,,,,,1,341.421875,,,,,39.56407578,-104.87567936,
12:51:43.833,23,13,,54.98,,341.6,,0.96,95.08,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:44.162,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.327936,,,,,,,,39.56407578,-104.87567936,
12:51:44.344,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407578,-104.87567936,
12:51:44.456,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407577,-104.87567936,
12:51:44.502,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567936,
12:51:44.569,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,341.421875,,,,,39.56407577,-104.87567936,
12:51:44.952,23,13,,54.98,,341.6,,1.04,95.08,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:45.284,,,27.49,,,,341.6,,,95.31,,94.14,,,,,,,,,,,,0.355264,,,,,,,,39.56407577,-104.87567936,
12:51:45.448,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:45.582,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407577,-104.87567936,
12:51:45.639,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567936,
12:51:45.699,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,341.421875,,,,,39.56407577,-104.87567936,
12:51:46.111,23,13,,54.98,,341.6,,0.96,95.08,,94.17,,,,,98,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:46.417,,,27.49,,,,341.4,,,95.31,,94.14,,,,,,,,,,,,0.327744,,,,,,,,39.56407577,-104.87567936,
12:51:46.592,,,,,,,,,,,,,,69340,,,,,,,,,,,,,,,,,,39.56407577,-104.87567936,
12:51:46.679,,,,,,,,,,,,,,,,,,0,,0,252.019726931284,0,,,,,,,,0,0,39.56407577,-104.87567936,
12:51:46.779,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56407577,-104.87567936,
12:51:46.985,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.421875,,,,,39.56407577,-104.87567936,
