time,"[Clarity]Air Temp. in Vehicle (℃)","[Clarity]Air Temp. Outside Vehicle (℃)","[Clarity]Battery Capacity (LineB) (Ah)","[Clarity]Battery Capacity (total) (Ah)","[Clarity]HV Battery Voltage (LineA) (V)","[Clarity]HV Battery Voltage (LineB) (V)","[Clarity]HV Total Battery Current (A)","[Clarity]Individual Cell Max SOC (Line A) (%)","[Clarity]Individual Cell Max SOC (Line B) (%)","[Clarity]Individual Cell Min SOC (Line A) (%)","[Clarity]Individual Cell Min SOC (Line B) (%)","[Clarity]Odometer (miles)","[Clarity]SOC (%)","Altitude (GPS) (feet)","Average fuel consumption (MPG)","Average fuel consumption (total) (MPG)","Average fuel consumption 10 sec (MPG)","Average speed (mph)","Average speed (GPS) (mph)","Calculated instant fuel consumption (MPG)","Calculated instant fuel rate (gal./h)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine Fuel Rate (g/sec)","EV Instant Energy Consumption (km/kWh)","EV Instant Energy Consumption [kWh/100km] (mi/kWh)","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","HV EV Battery Power (kW)","Hybrid/EV battery pack remaining charge (%)","Hybrid/EV Battery System Current (A)","Hybrid/EV Battery System Voltage (V)","Instant engine power (based on fuel consumption) (kW)","Speed (GPS) (mph)","Vehicle acceleration (g)","Vehicle Fuel Rate (g/sec)","Vehicle speed (mph)",Latitude,Longtitude,
14:07:10.826,,,,,,,,,,,,,,,,,,,0.0595493411366857,,,,,,,,,,,,,,,,,0,,,,39.56407605,-104.87571826,
14:07:10.828,,,,,,,,,,,,,,5827.130681875,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407605,-104.87571826,
14:07:10.832,,,,,,,,,,,,,,5827.130681875,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407605,-104.87571826,
14:07:11.828,,,,,,,,,,,,,,5827.11145820313,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407596,-104.87571831,
14:07:12.834,,,,,,,,,,,,,,5828.20079960938,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407661,-104.87571757,
14:07:13.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39.56407661,-104.87571757,
14:07:13.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,39.56407661,-104.87571757,
14:07:13.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,337.53125,,,,,,39.56407661,-104.87571757,
14:07:13.839,,,,,,,,,,,,,,5828.40745408203,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407717,-104.87571796,
14:07:13.919,19,11,,54.98,337.5,,1.04,89.25,,88.26,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407717,-104.87571796,
14:07:14.273,,,27.49,,,337.7,,,89.31,,88.19,,,,,,,,,,,,,,,,,,,,0.351208,,,,,,,,,39.56407717,-104.87571796,
14:07:14.563,,,,,,,,,,,,69451,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407717,-104.87571796,
14:07:14.689,,,,,,,,,,,,,,,,,,,,,,0,357.410432510959,,0,,,,,,,,,,,,,,0,39.56407717,-104.87571796,
14:07:14.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,39.56407717,-104.87571796,
14:07:14.832,,,,,,,,,,,,,,5828.15274042969,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407665,-104.87571722,
14:07:14.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,337.515625,,,,,,39.56407665,-104.87571722,
14:07:15.289,19,11,,54.98,336.8,,1.04,89.25,,88.26,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56407665,-104.87571722,
14:07:15.714,,,,,,,,,,,,,,5806.75879609863,,,,,0.00981347899015779,,,,,,,,,,,,,,,,,0,,,,39.56407665,-104.87571722,
14:07:15.719,,,,,,,,,,,,,,5806.75879609863,,,,,0.00980441561827378,,,,,,,,,,,,,,,,,0,,,,39.564017,-104.8757696,
14:07:15.777,,,27.49,,,337.5,,,89.31,,88.19,,,,,,,,,,,,,,,,,,,,0.351,,,,,,,,,39.564017,-104.8757696,
14:07:15.830,,,,,,,,,,,,,,5828.13511873047,,,,,0.00962299343231466,,,,,,,,,,,,,,,,,0,,,,39.564017,-104.8757696,
